"198","ラーメン二郎 ひばりヶ丘駅前店","https://s1.spkimg.com/image/2019/12/15/11/R9tVQbfvlwrMo6xGpfUcJqZmF61Y81E0.jpg","2019-12-19 09:15:23","2019-12-19 09:15:23","〒188-0001 東京都西東京市谷戸町3-27-24 ひばりヶ丘プラザ1F",NULL,NULL
"199","寿製麺よしかわ 保谷店","https://s1.spkimg.com/image/2019/12/13/19/6JIpKi0hm3oUkltQKlT7LdCDtrhAgxw1.jpg","2019-12-19 09:15:23","2019-12-19 09:15:23","〒202-0015 東京都西東京市保谷町5-8-15",NULL,NULL
"200","キング製麺","https://s1.spkimg.com/image/2019/11/28/23/qmpuxfCNSm7I2GlKo1uq5H7TgAJh14df.jpg","2019-12-19 09:15:23","2019-12-19 09:15:23","〒114-0022 東京都北区王子本町1-14-1  高崎ビル1F",NULL,NULL
"201","SOBAHOUSE 金色不如帰 新宿御苑本店","https://s1.spkimg.com/image/2019/12/23/20/15WTyLAn2WRCMeu76nj1Z0eIGqmgxihz.jpg","2019-12-28 07:58:04","2019-12-28 07:58:04","〒160-0022 東京都新宿区新宿2-4-1 第22宮庭マンション1F 105このお店は「東京都渋谷区幡ヶ谷2-47-12」から移転しました。",NULL,NULL
"202","宍道湖しじみ中華蕎麦 琥珀","https://s1.spkimg.com/image/2019/12/24/21/t2Pa3hbcJjVjoJCeeFRXUvTZfpxiqDsg.jpg","2019-12-28 07:58:04","2019-12-28 07:58:04","〒144-0056 東京都大田区西六郷2-1-3",NULL,NULL
"203","立ち呑み居酒屋 金町製麺","https://s1.spkimg.com/image/2019/12/24/17/nyfBxn9gSobk5MG1tYAwmzNZsSqGhbuF.jpg","2019-12-28 07:58:04","2019-12-28 07:58:04","〒125-0042 東京都葛飾区金町6-2-1 ヴィナシス金町1F",NULL,NULL
"204","麺処 ほん田","https://s1.spkimg.com/image/2019/12/22/11/APz87LNGJcxCflIYpb2pQW1IgFTyKOgP.jpg","2019-12-28 07:58:05","2019-12-28 07:58:05","〒114-0001 東京都北区東十条1-22-6",NULL,NULL
"205","中華そば よしかわ","https://s1.spkimg.com/image/2019/12/28/09/G4sxcwOvMNikXWaOt69TQoLoJdR4CyBq.jpg","2019-12-28 07:58:05","2019-12-28 07:58:05","〒362-0002 埼玉県上尾市南97-5",NULL,NULL
"206","灰汁中華 丿貫 福富町本店","https://s1.spkimg.com/image/2019/12/26/17/vqahAfjUBy5hHrp6i7e405s2yMPSITVl.jpg","2019-12-28 07:58:05","2019-12-28 07:58:05","〒231-0043 神奈川県横浜市中区福富町仲通2-4このお店は「神奈川県横浜市中区野毛町1-23」から移転しました。",NULL,NULL
"207","自家製麺 くろ松","https://s1.spkimg.com/image/2019/12/19/18/1Vg8LXjkdbZMegTvs89dKDYvLmU3x7lS.jpg","2019-12-28 07:58:05","2019-12-28 07:58:05","〒370-0815 群馬県高崎市柳川町9-5",NULL,NULL
"208","ラーメン二郎 三田本店","https://s1.spkimg.com/image/2019/12/28/11/iWRm8XIsr3Ogu7Vkf0pwB4G2vXzExDlq.jpg","2019-12-28 07:58:05","2019-12-28 07:58:05","〒108-0073 東京都港区三田2-16-4",NULL,NULL
"209","くり山","https://s1.spkimg.com/image/2019/12/26/11/0xelDyGAnSWRijVzko4Ycj11gERl2Jtf.jpg","2019-12-28 07:58:06","2019-12-28 07:58:06","〒221-0802 神奈川県横浜市神奈川区六角橋1-17-29",NULL,NULL
"210","稲荷屋","https://s1.spkimg.com/image/2019/12/27/19/e3BvvncloCqoNCZcibYmksWfx0a6ftER.jpg","2019-12-28 07:58:06","2019-12-28 07:58:06","〒111-0041 東京都台東区元浅草2-10-13 島田ビル1F",NULL,NULL
"211","Soupmen","https://s1.spkimg.com/image/2019/12/25/20/0XTFAwDwBgz6SuTOyRzI5n5p3sZGqjbL.jpg","2019-12-28 07:58:06","2019-12-28 07:58:06","〒174-0072 東京都板橋区南常盤台1-26-9",NULL,NULL
"212","麺酒処 ふくろう","https://s1.spkimg.com/image/2019/12/05/22/tXQFBl5AXUPxrn7FjpoSIIfMOyCZW21B.jpg","2019-12-28 07:58:07","2019-12-28 07:58:07","〒244-0003 神奈川県横浜市戸塚区戸塚町145-6",NULL,NULL
"213","麺屋吉左右","https://s1.spkimg.com/image/2019/12/27/15/0eAWZUEJ4UQvyRcRQt1tPzWmqoOfbujL.jpg","2019-12-28 07:58:07","2019-12-28 07:58:07","〒135-0016 東京都江東区東陽1-11-3",NULL,NULL
"214","ラーメン二郎 上野毛店","https://s1.spkimg.com/image/2019/12/26/14/neHGnKwE5PkLUP8tfbAbM5ogKcC3F87p.jpg","2019-12-28 07:58:07","2019-12-28 07:58:07","〒158-0093 東京都世田谷区上野毛1-26-16",NULL,NULL
"215","ラーメン二郎 荻窪店","https://s1.spkimg.com/image/2019/12/24/22/GOweGpuQQLa3m2CtSBjyIi1oTHcaIjM6.jpg","2019-12-28 07:58:07","2019-12-28 07:58:07","〒167-0051 東京都杉並区荻窪4-33-1",NULL,NULL
"216","家系ラーメン とらきち家","https://s1.spkimg.com/image/2019/12/20/15/i7jJOGmIYDXSgxXeBp0VRqT8FW3cRkhe.jpg","2019-12-28 07:58:08","2019-12-28 07:58:08","〒221-0822 神奈川県横浜市神奈川区西神奈川3-1-1",NULL,NULL
"217","ラーメン二郎 ひばりヶ丘駅前店","https://s1.spkimg.com/image/2019/12/24/12/KgxomELWEyc0h8jOAvRX5e1XkxFbMmDo.jpg","2019-12-28 07:58:08","2019-12-28 07:58:08","〒188-0001 東京都西東京市谷戸町3-27-24 ひばりヶ丘プラザ1F",NULL,NULL
"218","中華そば 七麺鳥","https://s1.spkimg.com/image/2019/12/25/14/5ypxbornV792uXYftIOmQazNcpJfaL6s.jpg","2019-12-28 07:58:08","2019-12-28 07:58:08","東京都台東区根岸2-18-23",NULL,NULL
"219","麺屋 さくら井","https://s1.spkimg.com/image/2019/12/20/17/AEEiSeYXMTb6Pwhq8dafsvagj76uHR4g.jpg","2019-12-28 07:58:08","2019-12-28 07:58:08","〒180-0013 東京都武蔵野市西久保2-15-27",NULL,NULL
